# =============================================================================
# PDBbind refined set v2007, 1300 entries, updated on 06/06/2007
# Entries are sorted by pKd(pKi) in an increasing order
# PDB code, resolution, release year, pKd(pKi), Kd(Ki), reference, ligand name
# =============================================================================
1ody  2.00  1999   8.10  Ki=8nM        // 1ody.pdf (LP1)
1stc  2.30  1998   8.10  Ki=8nM        // 1stc.pdf (STO)
2cf8  1.30  2006   8.10  Ki=0.008uM    // 2cf8.pdf (ESH)
1ndz  2.00  2003   8.11  Ki=7.7nM      // 1ndv.pdf (FR5)
1nvr  1.80  2003   8.11  Ki=7.8nM      // 1nvq.pdf (STU)
2arm  1.23  2005   8.13  Ki=7.4nM      // 1sv3.pdf (OIN)
1g35  1.80  2001   8.14  Ki=7.3nM      // 1g2k.pdf (AHF)
1yqj  2.00  2005   8.14  Ki=7.3nM      // 1yqj.pdf (6NP)
1fkh  1.95  1994   8.15  Ki=7nM        // 1fkg.pdf (SBX)
1w5v  1.80  2004   8.15  Ki=7.1nM      // 1w5v.pdf (BE3)
2d1n  2.37  2006   8.15  Ki=7nM        // 2d1n.pdf (FA4)
2fxu  1.35  2006   8.15  Kd=7nM        // 2fxu.pdf (BID)
2f80  1.45  2006   8.18  Ki=6.6nM      // 2f80.pdf (017)
1owd  2.32  2003   8.20  Ki=6.3nM      // 1owd.pdf (497)
2ff1  2.07  2006   8.21  Ki=6.2nM      // 2ff1.pdf (IMH)
1efy  2.20  2001   8.22  Ki=6nM        // 1efy.pdf (BZC)
1h1d  2.00  2003   8.22  Ki=6.0nM      // 1h1d.pdf (BIA)
1h1s  2.00  2002   8.22  Ki=6nM        // 1h1p.pdf (4SP)
2cji  2.10  2006   8.22  Ki=6nM        // 2cji.pdf (GSK)
1ydb  1.90  1995   8.24  Kd=5.8nM      // 1yda.pdf (AZM)
1c1u  1.75  2000   8.25  Ki=0.0056uM   // 1c1n.pdf (BAI)
1g4o  1.96  2000   8.25  Kd=5.6nM      // 1g1d.pdf (BSB)
1nvq  2.00  2003   8.25  Ki=5.6nM      // 1nvq.pdf (UCN)
1b6l  1.75  2000   8.30  Ki=5nM        // 1b6j.pdf (PI4)
1qbq  2.40  1999   8.30  Ki=5nM        // 1qbq.pdf (HFP)
1rej  2.20  2004   8.30  Ki=5nM        // 1re8.pdf (B1L)
1tom  1.80  1997   8.30  Ki=5nM        // 1tom.pdf (MIN)
2hs2  1.22  2006   8.31  Ki=4.9nM      // 2hs1.pdf (017)
1hwr  1.80  1999   8.33  Ki=4.70nM     // 1hwr.pdf (216)
1bzy  2.00  1999   8.34  Kd=4.6nM      // 1bzy.pdf (IMU)
1h23  2.15  2002   8.35  Ki=4.5nM      // 1h22.pdf (E12)
1mj7  2.25  2003   8.35  Kd=4.50nM     // 1mh5.pdf (HAL)
1k21  1.86  2002   8.38  Ki=4.2nM      // 1k21.pdf (IGN)
1mu6  1.99  2004   8.38  Ki=4.2nM      // 1mu6.pdf (CDA)
1lzq  2.20  2003   8.39  Ki=4.1nM      // 1lzq.pdf (6-mer)
1aaq  2.50  1994   8.40  Ki=4.0nM      // 1aaq.pdf (PSI)
1b6m  1.85  2000   8.40  Ki=4nM        // 1b6j.pdf (PI6)
1fd0  1.38  2002   8.40  Kd=4nM        // 1fd0.pdf (254)
1fq5  2.40  2000   8.40  Ki=4.0nM      // 1fq4.pdf (6-mer)
1fzk  1.70  2001   8.40  Kd=4nM        // 1fzj.pdf (9-mer)
1k22  1.93  2002   8.40  Ki=4nM        // 1k21.pdf (MEL)
1mtr  1.75  1996   8.40  Ki=4nM        // 1mtr.pdf (5-mer)
1w5x  1.90  2004   8.40  Ki=4.0nM      // 1w5v.pdf (BE5)
1w7x  1.80  2005   8.40  Ki=0.004uM    // 1w7x.pdf (413)
1z1h  1.85  2005   8.40  Ki=4nM        // 1z1h.pdf (HBB)
1zpa  2.02  2005   8.40  Ki=4nM        // 1zpa.pdf (A83)
2baj  2.25  2005   8.40  Kd=4.0nM      // 2baj.pdf (1PP)
1e4h  1.80  2000   8.41  Kd=3.9nM      // 1e4h.pdf (PBR)
1g48  1.86  2000   8.41  Kd=3.9nM      // 1g1d.pdf (F6B)
1i9p  1.92  2001   8.41  Kd=3.9nM      // 1i9l.pdf (IOE)
1i9q  1.80  2001   8.41  Kd=3.9nM      // 1i9l.pdf (IOF)
1w96  1.80  2005   8.41  Kd=3.9nM      // 1w96.pdf (S1A)
1bwb  1.80  1998   8.42  Ki=3.8nM      // 1bwb.pdf (146)
1i9o  1.86  2001   8.42  Kd=3.8nM      // 1i9l.pdf (IOC)
1jq9  1.80  2002   8.45  Kd=3.57nM     // 1jq9.pdf (5-mer)
1i9l  1.93  2001   8.48  Kd=3.3nM      // 1i9l.pdf (INV)
1i9m  1.84  2001   8.48  Kd=3.3nM      // 1i9l.pdf (INW)
1w5y  1.90  2004   8.48  Ki=3.3nM      // 1w5v.pdf (BE6)
2hs1  0.84  2006   8.48  Ki=3.3nM      // 2hs1.pdf (017)
2g5u  1.80  2006   8.49  Kd=3.2nM      // 2g5u.pdf (NEW)
2ihq  2.00  2006   8.49  Ki=3.2nM      // 2ihq.pdf (LG7)
7upj  2.00  1997   8.49  Ki=3.2nM      // 1hpo.pdf (INU)
1fcy  1.30  2000   8.52  Kd=3nM        // 1fcx.pdf (564)
1i5r  1.60  2003   8.52  Ki=3.0nM      // 1i5r.pdf (HYC)
1nfx  2.15  2003   8.52  Ki=3.0nM      // 1nfu.pdf (RDR)
1rp7  2.09  2004   8.52  Ki=0.003uM    // 1rp7.pdf (TZD)
1ta2  2.30  2004   8.52  Ki=3nM        // 1ta2.pdf (176)
1xkk  2.40  2004   8.52  Ki=3nM        // 1xkk.pdf (FMM)
2boh  2.20  2006   8.52  Ki=3nM        // 2boh.pdf (IIA)
2fvd  1.85  2006   8.52  Ki=3nM        // 2fvd.pdf (LIA)
1hos  2.30  1993   8.55  Ki=2.8nM      // 1hos.pdf (PHP)
1ppl  1.70  1993   8.55  Ki=2.8nM      // 1ppl.pdf (5-mer)
2byr  2.45  2005   8.55  Kd=2.8nM      // 2byr.pdf (MLK)
1bgq  2.50  1999   8.57  Kd=2.7nM      // 1bgq.pdf (RDC)
1q1g  2.02  2004   8.57  Kd=2.7nM      // 1nw4.pdf (MTI)
1g45  1.83  2000   8.64  Kd=2.3nM      // 1g1d.pdf (FSB)
1mue  2.00  2004   8.64  Ki=2.3nM      // 1mue.pdf (CDD)
1r1j  2.35  2004   8.64  Ki=2.3nM      // 1r1h.pdf (OIR)
1t31  1.90  2005   8.64  Ki=2.3nM      // 1t31.pdf (OHH)
6std  1.80  1999   8.64  Ki=2.3nM      // 4std.pdf (MS2)
1i9n  1.86  2001   8.66  Kd=2.2nM      // 1i9l.pdf (IOA)
1bcd  1.90  1993   8.70  Ki=2nM        // 1bcd.pdf (FMS)
1g4j  1.84  2000   8.70  Kd=2.0nM      // 1g1d.pdf (FFB)
1hfs  1.70  1998   8.70  Ki=2nM        // 1hfs.pdf (L04)
1jgl  2.15  2001   8.70  Kd=2nM        // 1jgl.pdf (EST)
1jyq  2.00  2002   8.70  Kd=2nM        // 1jyq.pdf (4-mer)
1lnm  1.90  2003   8.70  Kd=2.0nM      // 1lke.pdf (DTX)
1ohr  2.10  1998   8.70  Ki=2nM        // 1ohr.pdf (1UN)
1pxo  1.96  2004   8.70  Ki=2.0nM      // 1pxm.pdf (CK7)
1t7j  2.20  2005   8.70  Kd=2.0nM      // 1t3r.pdf (478)
1xap  2.10  2004   8.70  Kd=2nM        // 1xap.pdf (TTB)
2b7d  2.24  2006   8.70  Ki=2nM        // 2b7d.pdf (C1B)
2f8g  1.22  2006   8.70  Ki=2.0nM      // 2f80.pdf (017)
2h4n  1.90  1997   8.70  Kd=2nM        // 1h4n.pdf (AZM)
2pcp  2.20  1999   8.70  Kd=2nM        // 2pcp.pdf (1PC)
1cin  2.10  1994   8.73  Ki=1.88nM     // 1cil.pdf (MTS)
1b6k  1.85  2000   8.74  Ki=1.8nM      // 1b6j.pdf (PI5)
1mjj  2.10  2003   8.74  Kd=1.83nM     // 1mh5.pdf (HAL)
1sdv  1.40  2004   8.74  Ki=1810pM     // 1sdt.pdf (MK1)
1bnv  2.40  1999   8.77  Kd=1.70nM     // 1bn1.pdf (AL7)
1d4l  1.75  2000   8.77  Ki=1.7nM      // 1d4k.pdf (PI9)
1qft  1.25  2000   8.77  Kd=1.7nM      // 1qft.pdf (HSM)
1x38  1.70  2005   8.77  Ki=1.7nM      // 1x38.pdf (IDD)
1zp8  2.02  2005   8.77  Ki=1.7nM      // 1zp8.pdf (AB2)
1fkn  1.90  2000   8.80  Ki=1.6nM      // 1fkn.pdf (8-mer)
1g46  1.84  2000   8.80  Kd=1.6nM      // 1g1d.pdf (F2B)
1w5w  1.80  2004   8.80  Ki=1.6nM      // 1w5v.pdf (BE4)
1ork  2.40  1999   8.81  Kd=1.56nM     // 1ork.pdf (ATC)
1cim  2.10  1994   8.82  Ki=1.52nM     // 1cil.pdf (PTS)
1g54  1.86  2000   8.82  Kd=1.5nM      // 1g1d.pdf (FFB)
3tlh  2.00  1998   8.82  Ki=1.5nM      // 1b11.pdf (INT)
2avo  1.10  2006   8.85  Ki=1.40nM     // 2avm.pdf (MK1)
1n3i  1.90  2003   8.89  Ki=1.3nM      // 1n3i.pdf (DIH)
1nfy  2.10  2003   8.89  Ki=1.3nM      // 1nfu.pdf (RTR)
1nt1  2.00  2003   8.89  Ki=1.3nM      // 1nm6.pdf (T76)
1kzn  2.30  2002   8.92  Kd=1.2nM      // 1kzn.pdf (CBN)
1r1h  1.95  2004   8.92  Ki=1.2nM      // 1r1h.pdf (BIR)
1bv9  2.00  1998   8.96  Ki=1.1nM      // 1bv7.pdf (XV6)
1nfw  2.10  2003   8.96  Ki=1.1nM      // 1nfu.pdf (RRR)
1apv  1.80  1994   9.00  Ki=1nM        // 1apv.pdf (5-mer)
1fm9  2.10  2001   9.00  Ki=1nM        // 1fm6.pdf (570)
1mq5  2.10  2003   9.00  Ki=1nM        // 1mq5.pdf (XLC)
1mu8  2.00  2004   9.00  Ki=1.0nM      // 1mu6.pdf (CDB)
1wei  1.45  2004   9.00  Kd=1nM        // 1wei.pdf (ADE)
1y0l  2.50  2005   9.00  Kd=1nM        // 1y0l.pdf (HAN)
2j4i  1.80  2006   9.00  Ki=1nM        // 2j4i.pdf (GSJ)
1g53  1.94  2000   9.04  Kd=0.91nM     // 1g1d.pdf (F6B)
1ezq  2.20  2000   9.05  Ki=0.9nM      // 1ezq.pdf (RPR)
1kdk  1.70  2002   9.05  Kd=0.9nM      // 1kdk.pdf (DHT)
1pbk  2.50  1996   9.05  Ki=0.9nM      // 1pbk.pdf (RAP)
1s63  1.90  2004   9.05  Ki=0.9nM      // 1s63.pdf (778)
1nw4  2.20  2004   9.07  Kd=860pM      // 1nw4.pdf (IMH)
1bnw  2.25  1999   9.08  Kd=0.83nM     // 1bn1.pdf (TPS)
1d3d  2.04  2000   9.09  Kd=0.81nM     // 1d3d.pdf (BZT)
1msn  2.00  2003   9.09  Kd=0.81nM     // 1mrw.pdf (K64)
1h22  2.15  2002   9.10  Ki=0.8nM      // 1h22.pdf (E10)
1d9i  2.30  2000   9.11  Ki=0.78nM     // 1c4u.pdf (3-mer)
1ta6  1.90  2004   9.13  Ki=0.74nM     // 1ta2.pdf (177)
8cpa  2.00  1994   9.15  Ki=710pM      // 7cpa.pdf (AGF)
1z71  1.80  2005   9.18  Ki=0.66nM     // 1z71.pdf (L17)
2fgu  2.00  2006   9.18  Kd=0.66nM     // 2fgu.pdf (5-mer)
1mh5  2.10  2003   9.21  Kd=0.61nM     // 1mh5.pdf (HAL)
1sqa  2.00  2004   9.21  Ki=0.62nM     // 1sqa.pdf (UI1)
1d4k  1.85  2000   9.22  Ki=0.6nM      // 1d4k.pdf (PI8)
1fcz  1.38  2000   9.22  Kd=0.6nM      // 1fcx.pdf (156)
1hpo  2.50  1997   9.22  Ki=0.6nM      // 1hpo.pdf (UNI)
1hps  2.30  1994   9.22  Ki=0.6nM      // 1hps.pdf (RUN)
1hpv  1.90  1995   9.22  Ki=0.60nM     // 1hpv.pdf (478)
1uho  2.50  2004   9.22  Kd=0.6nM      // 1udt.pdf (VDN)
1x39  1.80  2005   9.22  Ki=0.6nM      // 1x38.pdf (IDE)
1z1r  1.85  2005   9.22  Ki=0.6nM      // 1z1h.pdf (HBH)
1zvx  1.87  2006   9.22  Ki=0.6nM      // 1zs0.pdf (FIN)
2cer  2.29  2006   9.22  Ki<=0.6nM     // 2ceq.pdf (PGI)
1db1  1.80  2000   9.26  Kd=0.55nM     // 1db1.pdf (VDX)
2avv  1.50  2006   9.26  Ki=0.55nM     // 2avm.pdf (MK1)
1sdt  1.30  2004   9.27  Ki=540pM      // 1sdt.pdf (MK1)
830c  1.60  1999   9.28  Ki=0.52nM     // 456c.pdf (RS1)
2ayr  1.90  2005   9.29  Ki=0.51nM     // 2ayr.pdf (L4G)
1bv7  2.00  1998   9.30  Ki=0.5nM      // 1bv7.pdf (XV6)
1udt  2.30  2004   9.30  Kd=0.5nM      // 1udt.pdf (VIA)
4er2  2.00  1991   9.30  Ki=0.5nM      // 1epl.pdf (6-mer)
1bn4  2.10  1999   9.31  Kd=0.49nM     // 1bn1.pdf (AL9)
2aqu  2.00  2006   9.32  Ki=0.48nM     // 2aqu.pdf (DR7)
1bn1  2.10  1999   9.34  Kd=0.46nM     // 1bn1.pdf (AL5)
1fkf  1.70  1991   9.40  Kd=0.4nM      // 1fkf.pdf (FK5)
1ksn  2.10  2002   9.40  Ki=0.4nM      // 1ksn.pdf (FXV)
1met  1.90  1998   9.40  Ki=0.4nM      // 1mer.pdf (DMP)
1pme  2.00  1999   9.40  Ki=0.4nM      // 1pme.pdf (577)
1sqn  1.45  2004   9.40  Kd=0.4nM      // 1sqn.pdf (NDR)
1hsh  1.90  1996   9.42  Ki=0.38nM     // 1hsg.pdf (MK1)
1cil  1.60  1994   9.43  Ki=0.37nM     // 1cil.pdf (ETS)
1g1d  2.04  2000   9.44  Kd=0.36nM     // 1g1d.pdf (FSB)
1qbs  1.80  1997   9.47  Ki=0.34nM     // 1qbs.pdf (DMP)
1xjd  2.00  2004   9.48  Ki=0.33nM     // 1xjd.pdf (STO)
1bnq  2.40  1999   9.49  Kd=0.32nM     // 1bn1.pdf (AL4)
1hvr  1.80  1995   9.51  Ki=0.31nM     // 1hvr.pdf (XK2)
1m4h  2.10  2002   9.52  Ki=0.3nM      // 1m4h.pdf (8-mer)
1re8  2.10  2004   9.52  Ki=0.3nM      // 1re8.pdf (BD2)
2bys  2.05  2005   9.52  Kd=0.3nM      // 2byr.pdf (LOB)
2g94  1.86  2006   9.52  Ki=0.3nM      // 2g94.pdf (ZPQ)
2gvj  2.10  2006   9.52  Ki=0.3nM      // 2gvg.pdf (DGB)
1g52  1.80  2000   9.54  Kd=0.29nM     // 1g1d.pdf (F2B)
1dmp  2.00  1997   9.55  Ki=0.28nM     // 1dmp.pdf (450)
1ws1  2.00  2005   9.55  Ki=0.28nM     // 1ws1.pdf (BB2)
1o86  2.00  2003   9.57  Ki=0.27nM     // 1o86.pdf (LPR)
7hvp  2.40  1993   9.62  Ki=0.24nM     // 7hvp.pdf (10-mer)
1if8  1.94  2001   9.64  Kd=230pM      // 1if7.pdf (SBS)
1a7x  2.00  1998   9.70  Kd=0.2nM      // 1a7x.pdf (FKA)
1bnu  2.15  1999   9.70  Kd=0.20nM     // 1bn1.pdf (AL3)
1df8  1.51  2000   9.70  Kd=0.20nM     // 1df8.pdf (BTN)
1fkb  1.70  1993   9.70  Kd=0.2nM      // 1fkb.pdf (RAP)
1mrw  2.00  2003   9.70  Kd=0.2nM      // 1mrw.pdf (K57)
1z6e  1.80  2006   9.72  Ki=0.19nM     // 1z6e.pdf (IK8)
2i0g  2.50  2006   9.72  Ki=0.19nM     // 2i0g.pdf (I0G)
1nh0  1.03  2004   9.74  Ki=0.18nM     // 1nh0.pdf (5-mer)
2g00  2.10  2006   9.74  Ki=0.18nM     // 2g00.pdf (4QC)
456c  2.40  1999   9.77  Ki=0.17nM     // 456c.pdf (345)
1bnt  2.15  1999   9.80  Kd=0.16nM     // 1bn1.pdf (AL2)
1pvn  2.00  2003   9.82  Ki=0.15nM     // 1pvn.pdf (MZP)
1zsr  2.06  2006   9.82  Ki=0.15nM     // 1zsf.pdf (6-mer)
2std  2.10  1999   9.85  Ki=0.14nM     // 2std.pdf (CRP)
1a42  2.25  1999   9.89  Kd=0.13nM     // 1bn1.pdf (BZO)
1bn3  2.20  1999   9.89  Kd=0.13nM     // 1bn1.pdf (AL6)
1e66  2.10  2001   9.89  Ki=0.13nM     // 1e66.pdf (HUX)
2drc  1.90  1994   9.89  Kd=0.13nM     // 2drc.pdf (MTX)
1hxb  2.30  1997   9.92  Ki=0.12nM     // 1hxb.pdf (5-mer)
1zsf  1.98  2006   9.92  Ki=0.12nM     // 1zsf.pdf (6-mer)
1hvl  1.80  1994   9.95  Ki=112pM      // 1hvi.pdf (A76)
1fjs  1.92  2000   9.96  Ki=0.11nM     // 1fjs.pdf (Z34)
1bnn  2.30  1999  10.00  Kd=0.10nM     // 1bn1.pdf (AL1)
1bxo  0.95  1998  10.00  Ki=0.10nM     // 1bxo.pdf (PP7)
1flr  1.85  1995  10.00  Kd=0.1nM      // 1flr.pdf (FLU)
1gar  1.96  1995  10.00  Ki=100pM      // 1gar.pdf (U89)
1igj  2.50  1993  10.00  Kd=0.1nM      // 1igj.pdf (DGX)
1n4k  2.20  2002  10.05  Kd=0.09nM     // 1n4k.pdf (I3P)
1nm6  1.80  2003  10.05  Ki=0.09nM     // 1nm6.pdf (L86)
1sdu  1.25  2004  10.07  Ki=86pM       // 1sdt.pdf (MK1)
1sr7  1.46  2004  10.10  Kd=0.08nM     // 1sqn.pdf (MOF)
1y6r  2.20  2005  10.11  Ki=77pM       // 1y6q.pdf (MTM)
4tmn  1.70  1989  10.17  Ki=0.068nM    // 4tmn.pdf (4-mer)
1xzx  2.50  2004  10.22  Kd=0.06nM     // 1xzx.pdf (_T3)
1qbu  1.80  1997  10.24  Ki=0.058nM    // 1qbr.pdf (846)
1c70  2.50  2000  10.30  Ki=0.05nM     // 1c6x.pdf (L75)
1hvs  2.25  1995  10.30  Ki=50pM       // 1hvs.pdf (A77)
4std  2.15  1999  10.33  Ki=47pM       // 4std.pdf (BFS)
1c4u  2.10  2000  10.37  Ki=0.043nM    // 1c4u.pdf (IH1)
1kzk  1.09  2002  10.39  Ki=41pM       // 1kzk.pdf (JE2)
1msm  2.00  2003  10.48  Kd=33pM       // 1mrw.pdf (K64)
5std  1.95  1999  10.49  Ki=32pM       // 4std.pdf (UNN)
1b8n  2.00  1999  10.52  Ki=30pM       // 1b8n.pdf (IMG)
1if7  1.98  2001  10.52  Kd=30pM       // 1if7.pdf (SBR)
1n46  2.20  2003  10.52  Ki=0.03nM     // 1n46.pdf (PFA)
2f81  1.25  2006  10.52  Ki=0.03nM     // 2f80.pdf (017)
2fzz  2.20  2006  10.52  Ki=0.03nM     // 2fzz.pdf (5QC)
1g2o  1.75  2001  10.55  Ki=28pM       // 1g2o.pdf (IMH)
1qbr  1.80  1997  10.57  Ki=0.027nM    // 1qbr.pdf (638)
1qbt  2.10  1997  10.62  Ki=0.024nM    // 1qbr.pdf (146)
1b8o  1.50  1999  10.64  Ki=23pM       // 1b8o.pdf (IMH)
1dif  1.70  1996  10.66  Ki=22pM       // 1dif.pdf (A85)
7std  1.80  1999  10.72  Ki=19pM       // 4std.pdf (INY)
1c4v  2.10  2000  10.80  Ki=0.016nM    // 1c4u.pdf (IH2)
1hxw  1.80  1998  10.82  Ki=15pM       // 1hxw.pdf (RIT)
1hvi  1.80  1994  10.92  Ki=12pM       // 1hvi.pdf (A77)
1hvk  1.80  1994  10.96  Ki=11pM       // 1hvi.pdf (A79)
1m7y  1.60  2002  10.96  Kd=0.011nM    // 1m7y.pdf (PPG)
1dqx  2.40  2000  11.05  Ki=9pM        // 1dqx.pdf (BMP)
1q84  2.45  2004  11.05  Ki=8900fM     // 1q83.pdf (TZ4)
1eix  2.50  2000  11.06  Ki=8.8pM      // 1eix.pdf (BMQ)
1lor  1.60  2002  11.06  Ki=8.8pM      // 1lol.pdf (BMP)
1x1z  1.45  2005  11.06  Ki=8.8pM      // 1x1z.pdf (BMP)
1d4y  1.97  1999  11.10  Ki=0.008nM    // 1d4s.pdf (TPV)
3std  1.65  1999  11.11  Ki=7.7pM      // 3std.pdf (MQ0)
1mq6  2.10  2003  11.15  Ki=7pM        // 1mq5.pdf (XLD)
1hpx  2.00  1996  11.26  Ki=5.5pM      // 1hpx.pdf (KNI)
1pro  1.80  1996  11.30  Ki=5pM        // 1pro.pdf (A88)
2hb3  1.35  2006  11.35  Ki=4.5pM      // 2hb3.pdf (GRL)
1hvj  2.00  1994  11.40  Ki=4pM        // 1hvi.pdf (A78)
2i0a  1.80  2006  11.40  Ki=4pM        // 2i0a.pdf (MUI)
1lyb  2.50  1994  11.42  Ki=3.8pM      // 1lyb.pdf (6-mer)
6cpa  2.00  1991  11.52  Ki=3pM        // 6cpa.pdf (ZAF)
1y6q  2.20  2005  11.70  Ki=2pM        // 1y6q.pdf (TDI)
1duv  1.70  2000  11.80  Kd=1.6pM      // 1duv.pdf (PSQ)
1sl3  1.81  2004  11.85  Ki=1.4pM      // 1sl3.pdf (170)
1ctu  2.30  1995  11.92  Ki=1.2pM      // 1ctt.pdf (ZEB)
1agm  2.40  1994  12.00  Ki=1pM        // 1agm.pdf (ACR)
1gah  2.00  1996  12.00  Ki=1pM        // 1gah.pdf (ACR)
1lf9  2.20  2003  12.00  Ki=1pM        // 1lf9.pdf (ACR)
2i0d  1.95  2006  12.10  Ki=0.8pM      // 2i0a.pdf (MUT)
1rbo  2.30  1997  12.72  Kd=0.19pM     // 1rbo.pdf (CAP)
2ada  2.40  1995  13.00  Ki=0.1pM      // 2ada.pdf (HPR)
2f01  0.85  2005  13.00  Kd=0.1pM      // 2f01.pdf (BTN)
2gh7  1.00  2006  13.00  Kd=0.1pM      // 2f01.pdf (BTN)
7cpa  2.00  1994  13.96  Ki=11fM       // 7cpa.pdf (FVF)
